--- Transient rewards (transition) ---
t Pool Ph1 Ph2 Ph3 Ph4 If(Pool==0,1,0) Ph1+Ph2+Ph3+Ph4 
0,0 6,00000 0,00000 0,00000 1,00000 1,00000 0,00000 2,00000 
34,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
35,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
36,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
37,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
38,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
39,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
